"julia_version_prefix","client_type","date","request_addrs","request_count","successes","cache_misses","body_bytes_sent","request_time"
"1.7.3","user","2023-07-05",104,14729,13397,115,23427801135,3665.034
"1.7.3","user","2023-07-06",132,15522,14159,89,19439029220,33057.086
"1.7.3","user","2023-07-07",84,12034,11054,63,13213780236,3304.835
"1.7.3","user","2023-07-15",25,1856,1765,38,9166226065,3611.267
"1.7.3","user","2023-07-16",50,7143,6341,43,3997922914,1077.73
"1.7.3","user","2023-07-17",115,13283,12115,132,15041502995,1925.653
"1.7.3","user","2023-07-18",126,16165,14733,72,15442527090,4398.476
"1.7.3","user","2023-07-19",106,16800,15156,91,13202410889,745.441
"1.7.3","user","2023-07-20",104,18454,16999,224,16454324354,3148.104
"1.7.3","user","2023-07-21",105,10693,9368,37,8819442921,563.035
"1.7.3","user","2023-07-22",51,8527,7279,255,14908534271,875.269
"1.7.3","user","2023-07-23",48,6866,6201,10,6109866959,364.779
"1.7.3","user","2023-07-24",132,14234,12829,117,22310947753,2115.032
"1.7.3","user","2023-07-25",123,15956,14337,88,22693363133,1533.163
"1.7.3","user","2023-07-26",114,14738,13267,44,12053292585,501.055
"1.7.3","user","2023-07-27",108,19327,16867,57,18535775374,1100.375
"1.7.3","user","2023-07-28",88,11761,10262,34,7100007098,446.626
"1.7.3","user","2023-07-29",35,4350,3844,30,11130639956,660.065
"1.7.3","user","2023-07-30",36,8835,7657,22,5349151879,338.156
"1.7.3","user","2023-07-31",106,11788,10565,110,7728919055,537.125
"1.7.3","user","2023-08-01",98,12607,11062,75,8603632719,658.12
"1.7.3","user","2023-08-02",88,14856,13073,37,10367706861,711.603
"1.7.3","user","2023-08-03",105,15325,13696,65,12408712231,646.129
"1.7.3","user","2023-08-04",75,18536,17196,72,14401824094,637.056
"1.7.3","user","2023-08-05",29,5772,5080,11,5154638808,324.194
"1.7.3","user","2023-08-06",39,9175,8169,19,4863993440,310.031
"1.7.3","user","2023-08-07",81,11158,9831,28,6724298504,947.684
"1.7.3","user","2023-08-08",106,11844,10689,63,9168121786,507.306
"1.7.3","user","2023-08-09",107,12377,11097,54,10821673684,1076.224
"1.7.3","user","2023-08-10",94,11966,10462,47,10719408053,581.431
"1.7.3","user","2023-08-11",80,9672,8627,47,8458122686,484.291
"1.7.3","user","2023-08-12",41,1996,1805,36,5253797291,256.955
"1.7.3","user","2023-08-13",44,11108,9567,23,5211862555,725.4
"1.7.3","user","2023-08-14",100,11923,10715,57,14621170705,1360.34
"1.7.3","user","2023-08-15",81,13571,12134,36,7697639464,895.312
"1.7.3","user","2023-08-16",87,14104,12451,46,8288042122,551.194
"1.7.3","user","2023-08-17",91,12533,11001,82,27464898730,4969.982
"1.7.3","user","2023-08-18",87,18189,16644,82,16837390735,913.994
"1.7.3","user","2023-08-19",35,6598,5850,16,3959576479,1657.612
"1.7.3","user","2023-08-20",31,8261,7269,11,5571953409,331.887
"1.7.3","user","2023-08-21",98,11834,10695,65,16564166566,1237.61
"1.7.3","user","2023-08-22",102,11695,10134,79,13647439273,2458.034
"1.7.3","user","2023-08-23",119,11996,10842,39,8920110274,770.896
"1.7.3","user","2023-08-24",122,10813,9644,79,10615575998,530.043
"1.7.3","user","2023-08-25",82,9488,8456,29,7469871145,446.774
"1.7.3","user","2023-08-26",37,5216,4685,10,3341481874,239.375
"1.7.3","user","2023-08-27",30,7909,6717,7,3474624249,641.391
"1.7.3","user","2023-08-28",86,8635,7555,34,9101055883,324.015
"1.7.3","user","2023-08-29",81,9317,8073,32,14215911741,1413.581
"1.7.3","user","2023-08-30",101,9214,8494,134,11370543071,3028.642
"1.7.3","user","2023-08-31",76,5082,4657,39,7107636535,386.832
"1.7.3","user","2023-09-01",86,12766,11370,28,10744160720,667.362
"1.7.3","user","2023-09-02",37,2292,2096,73,6769648519,3592.791
"1.7.3","user","2023-09-03",35,10709,9238,26,6213520021,558.581
"1.7.3","user","2023-09-04",71,10540,9324,170,12025701428,846.29
"1.7.3","user","2023-09-05",79,12068,10916,104,10126793237,22058.68
"1.7.3","user","2023-09-06",81,11045,9959,94,11038651763,818.081
"1.7.3","user","2023-09-07",90,11713,10534,69,44637032184,30690.715
"1.7.3","user","2023-09-08",57,12045,10587,85,9490266131,3447.41
"1.7.3","user","2023-09-09",30,6733,5913,6,4466844454,238.847
"1.7.3","user","2023-09-10",34,7310,6370,43,4920609395,6604.991
"1.7.3","user","2023-09-11",94,13336,11990,47,9603230908,8897.261
"1.7.3","user","2023-09-12",79,10132,8880,53,8391473866,1285.039
"1.7.3","user","2023-09-13",84,12244,10932,77,10204672038,2172.353
"1.7.3","user","2023-09-14",81,10450,9417,75,12761153329,856.91
"1.7.3","user","2023-09-15",68,10917,9780,58,27412742000,5011.437
"1.7.3","user","2023-09-16",25,5680,4982,7,4810450471,854.573
"1.7.3","user","2023-09-17",36,7605,6703,41,19513760215,905.831
"1.7.3","user","2023-09-18",88,6481,6153,55,11183413848,979.574
"1.7.3","user","2023-09-19",72,5650,5460,42,7073315763,256.479
"1.7.3","user","2023-09-20",89,2785,2589,251,8627824275,1046.538
"1.7.3","user","2023-09-21",77,4636,4402,162,18935980266,1803.486
"1.7.3","user","2023-09-22",79,3426,3228,53,10074863157,761.721
"1.7.3","user","2023-09-23",33,2494,2402,9,3589973991,151.285
"1.7.3","user","2023-09-24",30,734,673,8,1434319304,434.176
"1.7.3","user","2023-09-25",71,3987,3832,46,15259447522,669.8
"1.7.3","user","2023-09-26",71,3680,3417,30,11832686527,795.585
"1.7.3","user","2023-09-27",79,5805,5498,37,14600480429,565.905
"1.7.3","user","2023-09-28",74,3372,3111,36,9368488800,866.416
"1.7.3","user","2023-09-29",63,2826,2629,27,4155013239,302.67
"1.7.3","user","2023-09-30",37,1865,1792,17,3845624339,453.815
"1.7.3","user","2023-10-01",29,1650,1587,13,2756284075,89.775
"1.7.3","user","2023-10-02",67,4615,4331,41,8228000069,488.309
"1.7.3","user","2023-10-03",86,6186,5923,80,7666906046,1114.772
"1.7.3","user","2023-10-04",98,5822,5539,96,17574843192,1164.417
"1.7.3","user","2023-10-05",77,4578,4354,95,14738968075,1715.984
"1.7.3","user","2023-10-06",66,4646,4434,41,6649431648,8523.436
"1.7.3","user","2023-10-07",31,2872,2784,23,3750605984,197.165
"1.7.3","user","2023-10-08",33,2381,2264,21,5251222749,109.581
"1.7.3","user","2023-10-09",72,4198,3968,43,5906239967,1021.811
"1.7.3","user","2023-10-10",95,7855,7517,145,12895252829,1753.826
"1.7.3","user","2023-10-11",73,4647,4393,39,5718472320,951.719
"1.7.3","user","2023-10-12",74,4557,4166,17,7040117670,1255.843
"1.7.3","user","2023-10-13",60,2651,2442,26,11971501104,556.267
"1.7.3","user","2023-10-14",23,927,863,3,1092853213,8.075
"1.7.3","user","2023-10-15",29,1509,1433,12,2476333080,119.856
"1.7.3","user","2023-10-16",53,2841,2656,19,3098814444,728.145
"1.7.3","user","2023-10-17",70,2974,2637,30,3634567295,156.299
"1.7.3","user","2023-10-18",67,4899,4657,74,7617206510,585.791
"1.7.3","user","2023-10-19",68,4305,4015,64,3993478862,206.663
"1.7.3","user","2023-10-20",54,5880,5702,29,12324570527,341.965
"1.7.3","user","2023-10-21",27,2626,2543,82,4111945877,209.773
"1.7.3","user","2023-10-22",27,2177,2044,10,9236429976,326.077
"1.7.3","user","2023-10-23",78,10064,9624,70,16880240748,2675.245
"1.7.3","user","2023-10-24",61,15718,15255,104,42756481083,2816.045
"1.7.3","user","2023-10-25",68,8451,8158,86,8872652815,538.857
"1.7.3","user","2023-10-26",76,23272,22765,46,26594110079,1313.443
"1.7.3","user","2023-10-27",54,14236,13868,33,17389446209,2787.235
"1.7.3","user","2023-10-28",29,792,721,99,4322026283,264.287
"1.7.3","user","2023-10-29",33,2304,2237,35,2438645069,64.122
"1.7.3","user","2023-10-30",77,8526,8231,51,13818979464,4918.47
"1.7.3","user","2023-10-31",68,9731,9388,96,40569484547,2736.154
"1.7.3","user","2023-11-01",55,8160,7894,28,12842951238,2738.673
"1.7.3","user","2023-11-02",67,14057,13710,93,27334886803,2960.781
"1.7.3","user","2023-11-03",63,4209,4012,68,19172424407,1422.863
"1.7.3","user","2023-11-04",36,2139,2038,28,4480766887,86.896
"1.7.3","user","2023-11-05",31,2064,1976,3,10403321467,1885.278
"1.7.3","user","2023-11-06",72,9170,8862,65,93732548177,27352.744
"1.7.3","user","2023-11-20",20,1183,1141,4,1689309822,13.42
"1.7.3","user","2023-11-21",72,4107,3845,18,4350153787,195.825
"1.7.3","user","2023-11-22",74,4888,4690,87,7142462018,347.859
"1.7.3","user","2023-11-23",79,6071,5781,100,10298551977,788.845
"1.7.3","user","2023-11-24",43,4993,4818,113,9087195056,878.487
"1.7.3","user","2023-11-25",39,3420,3252,97,3143845911,76.235
"1.7.3","user","2023-11-26",32,1933,1835,8,5126244793,605.472
"1.7.3","user","2023-11-27",88,4395,4165,54,7450430936,304.497
"1.7.3","user","2023-11-28",84,4166,3938,60,5925518048,112.384
"1.7.3","user","2023-11-29",69,3063,2829,26,7797351632,229.262
"1.7.3","user","2023-11-30",67,4327,4094,46,5826028492,95.131
"1.7.3","user","2023-12-01",61,5178,4931,67,6661708367,188.934
"1.7.3","user","2023-12-02",29,2144,2031,16,2348484839,71.285
"1.7.3","user","2023-12-03",30,2618,2544,77,4198784026,1015.169
"1.7.3","user","2023-12-04",96,5213,4990,85,17655323535,897.598
"1.7.3","user","2023-12-05",161,7312,7028,70,20951669715,531.822
"1.7.3","user","2023-12-06",121,5433,5219,56,15837903294,984.094
"1.7.3","user","2023-12-07",115,5061,4798,83,12262908708,820.684
"1.7.3","user","2023-12-08",65,5776,5465,78,12606883502,479.652
"1.7.3","user","2023-12-09",33,1930,1828,25,4978640817,345.575
"1.7.3","user","2023-12-10",29,2615,2501,78,4728165694,2823.028
"1.7.3","user","2023-12-11",81,4243,3889,31,5222119384,210.737
"1.7.3","user","2023-12-12",116,6428,5256,30,6452653251,2266.131
"1.7.3","user","2023-12-13",126,16716,10274,35,6221679255,114.607
"1.7.3","user","2023-12-14",76,18318,12297,65,14447649044,385.641
"1.7.3","user","2023-12-15",114,17136,10685,41,13617731890,132.57
"1.7.3","user","2023-12-16",24,14311,7909,14,2918202105,479.277
"1.7.3","user","2023-12-17",24,14489,8028,64,5942660723,164.029
"1.7.3","user","2023-12-18",147,18582,11927,42,8192920094,293.295
"1.7.3","user","2023-12-19",118,17423,12106,112,9246633958,4036.184
"1.7.3","user","2023-12-20",50,4737,4521,42,10503491580,249.803
"1.7.3","user","2023-12-21",77,5860,5622,52,43183444589,1182.888
"1.7.3","user","2023-12-22",54,4706,4542,140,7290397247,402.175
"1.7.3","user","2023-12-23",22,1055,995,10,2046491501,76.215
"1.7.3","user","2023-12-24",19,1900,1859,32,3636013081,167.474
"1.7.3","user","2023-12-25",15,442,415,8,553669486,188
"1.7.3","user","2023-12-26",59,4285,4089,40,2655389087,301.175
"1.7.3","user","2023-12-27",36,2231,2161,47,4083534342,199.866
"1.7.3","user","2023-12-28",42,2461,2347,108,2139189092,476.369
"1.7.3","user","2023-12-29",46,3892,3685,70,5944092643,1971.417
"1.7.3","user","2023-12-30",21,1236,1154,3,2563632828,72.156
"1.7.3","user","2023-12-31",19,1804,1747,27,2548906906,701.214
"1.7.3","user","2024-01-01",32,1566,1518,8,3251042295,54.41
"1.7.3","user","2024-01-02",36,2468,2304,40,2242214336,94.885
"1.7.3","user","2024-01-03",50,3440,3257,62,8615150907,6771.501
"1.7.3","user","2024-01-04",60,5512,5286,155,14089425390,1104.256
"1.7.3","user","2024-01-05",53,7979,7592,14,7481187741,387.465
"1.7.3","user","2024-01-06",14,1468,1422,2,1662628002,28.072
"1.7.3","user","2024-01-07",27,2219,2153,28,4442036543,941.942
"1.7.3","user","2024-01-08",87,4710,4520,34,7207690619,207.687
"1.7.3","user","2024-01-09",55,5187,4989,130,10364698794,295.495
"1.7.3","user","2024-01-10",102,5388,5232,22,7231707311,919.129
"1.7.3","user","2024-01-11",73,7731,7433,55,10950599930,1166.166
"1.7.3","user","2024-01-12",58,5199,5041,570,32956814694,2353.127
"1.7.3","user","2024-01-13",20,3044,2924,9,4676969047,126.387
"1.7.3","user","2024-01-14",20,2022,1931,11,4254876280,1827.722
"1.7.3","user","2024-01-15",65,5984,5756,40,15087597906,2074.227
"1.7.3","user","2024-01-16",137,7906,7663,58,9290159569,450.727
"1.7.3","user","2024-01-17",108,6091,5767,19,7595990432,148.79
"1.7.3","user","2024-01-18",135,8498,8230,94,12909199415,733.871
"1.7.3","user","2024-01-19",100,7847,7618,94,16537406812,1145.539
"1.7.3","user","2024-01-20",32,3118,3035,32,3012668526,224.488
"1.7.3","user","2024-01-21",32,3826,3664,44,4875809783,2992.987
"1.7.3","user","2024-01-22",114,7866,7620,42,7801319300,14870.73
"1.7.3","user","2024-01-23",103,9134,8858,47,13292223853,1427.206
"1.7.3","user","2024-01-24",117,6610,6418,43,10919768062,1518.933
"1.7.3","user","2024-01-25",103,10470,10228,60,13262131193,1137.189
"1.7.3","user","2024-01-26",68,7494,7310,52,9919485014,743.391
"1.7.3","user","2024-01-27",42,8153,7897,35,17899328995,1310.32
"1.7.3","user","2024-01-28",41,4563,4415,54,6943790178,7529.649
"1.7.3","user","2024-01-29",79,8688,8342,39,8413140803,3379.583
"1.7.3","user","2024-01-30",166,10445,10135,39,9766798504,736.702
"1.7.3","user","2024-01-31",95,5082,4824,26,9956693137,5282.209
"1.7.3","user","2024-02-01",74,6159,5921,135,8062025065,2815.932
"1.7.3","user","2024-02-02",81,6518,6238,66,9471933260,3440.391
"1.7.3","user","2024-02-03",24,995,929,33,1414179940,3981.605
"1.7.3","user","2024-02-04",23,686,629,1,950851242,464.476
"1.7.3","user","2024-02-05",100,5709,5483,80,14804881105,525.174
"1.7.3","user","2024-02-06",116,5268,5075,88,13114370451,2356.27
"1.7.3","user","2024-02-07",54,5278,5021,23,8177712099,941.928
"1.7.3","user","2024-02-08",50,4343,4167,26,6751002135,235.818
"1.7.3","user","2024-02-09",51,3361,3183,18,3997556695,3076.591
"1.7.3","user","2024-02-10",25,1650,1585,1,2069856455,361.537
"1.7.3","user","2024-02-11",31,1011,949,7,1295050890,361.429
"1.7.3","user","2024-02-12",109,4186,4057,18,7693631401,8030.956
"1.7.3","user","2024-02-13",77,4218,4073,29,7151716946,991.601
"1.7.3","user","2024-02-14",62,2803,2657,19,3535280420,160.252
"1.7.3","user","2024-02-15",82,4727,4427,19,5920405483,266.735
"1.7.3","user","2024-02-16",67,11438,11085,113,12832573830,845.312
"1.7.3","user","2024-02-17",36,2021,1948,5,1861748888,40.821
"1.7.3","user","2024-02-18",21,1921,1868,4,2371861287,57.973
"1.7.3","user","2024-02-19",71,4062,3930,43,5010495123,859.648
"1.7.3","user","2024-02-20",76,5958,5679,86,6753041947,662.01
"1.7.3","user","2024-02-21",123,8874,8386,23,13696003296,1229.312
"1.7.3","user","2024-02-22",122,8589,8212,67,20167724497,1378.179
"1.7.3","user","2024-02-23",78,3507,3304,19,6919377486,241.765
"1.7.3","user","2024-02-24",40,2289,2160,861,16897434643,3318.074
"1.7.3","user","2024-02-25",30,1186,1117,15,1782287274,110.69
"1.7.3","user","2024-02-26",57,6964,6237,45,10500020864,1458.918
"1.7.3","user","2024-02-27",62,6104,5632,47,13268273007,1051.623
"1.7.3","user","2024-02-28",96,6949,6501,69,17605513833,3988.496
"1.7.3","user","2024-02-29",90,9408,9087,110,19387763895,822.963
"1.7.3","user","2024-03-01",59,5821,5589,116,8758843554,6136.189
"1.7.3","user","2024-03-02",33,3204,3133,9,4183220121,245.333
"1.7.3","user","2024-03-03",29,2414,2323,40,3282141321,461.971
"1.7.3","user","2024-03-04",56,7302,6903,52,34469210802,7870.623
"1.7.3","user","2024-03-05",58,7239,6863,211,35737893076,2041.531
"1.7.3","user","2024-03-06",75,4464,4154,20,5325593484,244.596
"1.7.3","user","2024-03-07",69,4823,4544,27,9743714423,1443.641
"1.7.3","user","2024-03-08",53,5000,4729,13,7871635938,540.23
"1.7.3","user","2024-03-09",19,1214,1149,10,1567553400,56.912
"1.7.3","user","2024-03-10",35,2555,2478,43,3557369313,12750.687
"1.7.3","user","2024-03-11",99,3641,3407,16,8734622251,1963.935
"1.7.3","user","2024-03-12",66,5537,5121,132,16437981779,1941.882
"1.7.3","user","2024-03-13",82,3793,3579,38,6670714394,852.135
"1.7.3","user","2024-03-14",62,4166,3906,9,7090547684,766.105
"1.7.3","user","2024-03-15",62,5467,5196,43,6802413101,4595.507
"1.7.3","user","2024-03-16",35,2469,2361,22,5278668067,927.041
"1.7.3","user","2024-03-17",23,4413,4103,24,4021917193,173.214
"1.7.3","user","2024-03-18",75,5240,4952,16,5300008004,380.667
"1.7.3","user","2024-03-19",81,5100,4824,25,6014186851,212.635
"1.7.3","user","2024-03-20",74,6452,6202,21,13758157364,772.32
"1.7.3","user","2024-03-21",67,5678,5371,72,10877983152,721.41
"1.7.3","user","2024-03-22",59,6630,6378,28,6755702402,6528.335
"1.7.3","user","2024-03-23",27,1811,1701,16,3713428181,642.411
"1.7.3","user","2024-03-24",30,1534,1453,17,2726452131,361.926
"1.7.3","user","2024-03-25",69,3681,3455,86,13593144193,386.547
"1.7.3","user","2024-03-26",69,4875,4658,42,5232360565,8857.232
"1.7.3","user","2024-03-27",61,4808,4509,23,4805771310,3029.035
"1.7.3","user","2024-03-28",61,4527,4232,33,11727212670,7972.714
"1.7.3","user","2024-03-29",72,8160,7895,44,13355127239,5346.764
"1.7.3","user","2024-03-30",29,2231,2157,52,1913997931,2447.904
"1.7.3","user","2024-03-31",26,2130,2044,18,3475188350,1357.91
"1.7.3","user","2024-04-01",62,4390,4174,17,8915736123,614.485
"1.7.3","user","2024-04-02",137,8507,8128,133,8185548718,1501.975
"1.7.3","user","2024-04-03",109,4961,4720,77,6608471687,5730.02
"1.7.3","user","2024-04-04",71,5627,5200,48,7889751802,739.032
"1.7.3","user","2024-04-05",81,19869,19070,51,38332871200,1013.871
"1.7.3","user","2024-04-06",26,7452,7036,26,15072220074,701.352
"1.7.3","user","2024-04-07",21,1122,1063,20,1533623445,3734.656
"1.7.3","user","2024-04-08",51,4135,3982,44,3266835877,2586.358
"1.7.3","user","2024-04-09",57,2666,2507,125,5111967859,3575.876
"1.7.3","user","2024-04-10",43,5396,5270,15,3648424270,355.21
"1.7.3","user","2024-04-11",42,2126,2016,86,7655227062,1665.067
"1.7.3","user","2024-04-12",43,3735,3535,32,8026446039,1423.291
"1.7.3","user","2024-04-13",24,1770,1629,110,10227379599,641.721
"1.7.3","user","2024-04-14",30,3219,3089,92,17347589965,2646.892
"1.7.3","user","2024-04-15",72,4326,4227,92,14890649930,2008.813
"1.7.3","user","2024-04-16",59,5585,5404,272,9665846300,4321.436
"1.7.3","user","2024-04-17",68,4601,4128,53,9922627447,24444.868
"1.7.3","user","2024-04-18",101,4738,3879,32,13965817611,6089.308
"1.7.3","user","2024-04-19",126,6847,4837,44,6572308483,3872.111
"1.7.3","user","2024-04-20",35,2233,1921,178,30246025661,2859.143
"1.7.3","user","2024-04-21",24,1662,1250,45,4117260454,482.502
"1.7.3","user","2024-04-22",97,4340,2792,89,2617901846,6308.072
"1.7.3","user","2024-04-23",55,4734,3295,147,5714665590,6404.951
"1.7.3","user","2024-04-24",61,3516,2495,19,10425289533,829.26
"1.7.3","user","2024-04-25",70,5549,4697,79,9998106056,925.948
"1.7.3-pre","user","2023-07-18",1,2,2,0,16408,0
"1.7.3-pre","user","2023-10-27",1,30,28,0,26720742,0.006
"1.7.3-pre","user","2024-02-07",1,8,7,0,8076107,0.058
"1.7.3-pre","user","2024-03-30",1,3,2,0,7408433,0.007
"1.8.0","ci","2023-04-26",54,8592,8156,82,10085802264,118.787
"1.8.0","ci","2023-04-27",59,6287,5901,49,6660190300,110.527
"1.8.0","ci","2023-04-28",57,10051,9530,90,11041056887,660.695
"1.8.0","ci","2023-04-29",49,3938,3684,22,3283044030,26.685
"1.8.0","ci","2023-04-30",70,2929,2648,9,2174515694,8.282
"1.8.0","ci","2023-05-01",62,4921,4526,18,3807907490,78.294
"1.8.0","ci","2023-05-02",58,7110,6662,47,10331634020,133.864
"1.8.0","ci","2023-05-03",92,9809,9207,74,10665138779,622.847
"1.8.0","ci","2023-05-04",80,9204,8731,58,8820651901,191.529
"1.8.0","ci","2023-05-05",57,11643,11127,64,12691083283,191.935
"1.8.0","ci","2023-05-06",51,2441,2205,3,1196004613,43.063
"1.8.0","ci","2023-05-07",54,3598,3332,18,2874795596,8.569
"1.8.0","ci","2023-05-08",82,5143,4741,14,3665023283,59.735
"1.8.0","ci","2023-05-09",73,6061,5609,35,5853423149,75.144
"1.8.0","ci","2023-05-10",57,5185,4806,33,5916212736,38.605
"1.8.0","ci","2023-05-11",53,7370,6970,60,8019171884,79.491
"1.8.0","ci","2023-05-12",78,5853,5335,36,4827589896,335.426
"1.8.0","ci","2023-05-13",72,3149,2839,11,1746061126,6.656
"1.8.0","ci","2023-05-14",54,3047,2815,11,1627901075,23.392
"1.8.0","ci","2023-05-15",54,7514,7022,55,7022416001,147.555
"1.8.0","ci","2023-05-16",63,5348,4961,33,6039272786,46.269
"1.8.0","ci","2023-05-17",54,3564,3292,24,3229516795,31.211
"1.8.0","ci","2023-05-18",53,4678,4374,29,5920331350,81.307
"1.8.0","ci","2023-05-19",60,5466,5146,21,4324504266,15.508
"1.8.0","ci","2023-05-20",48,2219,2015,3,1075367440,42.813
"1.8.0","ci","2023-05-21",50,3136,2895,15,2108100678,5.641
"1.8.0","ci","2023-05-22",78,5946,5528,23,4428492690,41.838
"1.8.0","ci","2023-05-23",67,7826,7372,53,9158897149,123.092
"1.8.0","ci","2023-05-24",52,4808,4453,31,4834429662,70.522
"1.8.0","ci","2023-05-25",53,4041,3753,21,3441764321,10.651
"1.8.0","ci","2023-05-26",54,6648,6255,30,5672108481,71.767
"1.8.0","ci","2023-05-27",49,3193,2957,15,2316345220,6.295
"1.8.0","ci","2023-05-28",49,2165,1960,3,1065868023,1.738
"1.8.0","ci","2023-05-29",56,9928,9347,83,10763220497,95.351
"1.8.0","ci","2023-05-30",57,6517,6077,29,6085480308,62.621
"1.8.0","ci","2023-05-31",50,5352,5035,46,5222698736,78.256
"1.8.0","ci","2023-06-01",50,9104,8670,84,10409541123,102.058
"1.8.0","ci","2023-06-02",58,10478,9975,96,11759085428,87.129
"1.8.0","ci","2023-06-03",52,3061,2834,7,1787576988,4.888
"1.8.0","ci","2023-06-04",55,3328,3094,6,1286055150,42.419
"1.8.0","ci","2023-06-05",58,7163,6679,52,7052187568,90.661
"1.8.0","ci","2023-06-06",52,4216,3880,22,3586035664,55.48
"1.8.0","ci","2023-06-07",58,9388,8863,81,9966881482,129.414
"1.8.0","ci","2023-06-08",86,8993,8489,80,7658432125,41.45
"1.8.0","ci","2023-06-09",58,8532,7993,59,9285780445,137.222
"1.8.0","ci","2023-06-10",50,2828,2545,5,1332410214,4.462
"1.8.0","ci","2023-06-11",52,3079,2717,6,1211434211,4.553
"1.8.0","ci","2023-06-12",55,7253,6777,61,7612250239,58.433
"1.8.0","ci","2023-06-13",78,12581,12018,89,12025425279,447.266
"1.8.0","ci","2023-06-14",57,9623,9089,78,9999386824,285.613
"1.8.0","ci","2023-06-15",52,7244,6851,64,8015332402,537.803
"1.8.0","ci","2023-06-16",56,10002,9478,87,11802236550,352.782
"1.8.0","ci","2023-06-17",55,3333,3105,6,1899856097,82.421
"1.8.0","ci","2023-06-18",48,2354,2150,7,1395277704,4.303
"1.8.0","ci","2023-06-19",57,8445,7956,69,8814738730,58.833
"1.8.0","ci","2023-06-20",61,4096,3734,15,3363815625,61.919
"1.8.0","ci","2023-06-21",61,7388,6916,48,7379888030,151.361
"1.8.0","ci","2023-06-22",59,7027,6622,45,6777482297,37.724
"1.8.0","ci","2023-06-23",80,4954,4571,32,4332763330,84.577
"1.8.0","ci","2023-06-24",53,4913,4635,30,4339765345,21.917
"1.8.0","ci","2023-06-25",51,3019,2778,12,2145813925,5.987
"1.8.0","ci","2023-06-26",56,5906,5494,33,5257664552,141.408
"1.8.0","ci","2023-06-27",59,7386,6968,55,6680040426,112.3
"1.8.0","ci","2023-06-28",51,4515,4198,24,4389354016,428.16
"1.8.0","ci","2023-06-29",61,5526,5148,36,5340856139,64.879
"1.8.0","ci","2023-06-30",82,8515,7999,70,9246377628,90.343
"1.8.0","ci","2023-07-01",71,3993,3680,19,3261040498,14.43
"1.8.0","ci","2023-07-02",56,3298,3034,15,2479952093,33.295
"1.8.0","ci","2023-07-03",59,8132,7602,35,6523679537,86.838
"1.8.0","ci","2023-07-04",62,9661,9131,76,10371391972,97.239
"1.8.0","ci","2023-07-05",71,10400,9915,67,10141201831,134.532
"1.8.0","ci","2023-07-06",62,6235,5875,43,6126096746,33.258
"1.8.0","ci","2023-07-07",40,4625,4346,38,4382028990,65.827
"1.8.0","ci","2023-07-15",26,1233,1122,7,727418668,4.166
"1.8.0","ci","2023-07-16",68,4495,4171,22,3564396950,60.233
"1.8.0","ci","2023-07-17",52,5716,5312,31,5267729861,60.303
"1.8.0","ci","2023-07-18",62,7345,6919,45,6622534173,104.14
"1.8.0","ci","2023-07-19",54,7512,7103,61,8142910682,92.606
"1.8.0","ci","2023-07-20",49,7111,6740,65,8034198464,46.803
"1.8.0","ci","2023-07-21",58,11025,10561,94,11212437506,201.171
"1.8.0","ci","2023-07-22",59,7205,6848,53,6330664409,104.416
"1.8.0","ci","2023-07-23",53,6390,6050,46,6248861220,44.305
"1.8.0","ci","2023-07-24",61,11540,10969,84,12709520402,91.099
"1.8.0","ci","2023-07-25",60,16241,15567,144,18506398219,251.501
"1.8.0","ci","2023-07-26",49,11390,10901,103,13929429353,241.119
"1.8.0","ci","2023-07-27",69,6309,5917,44,6220258320,136.388
"1.8.0","ci","2023-07-28",51,4728,4423,32,4594255292,69.099
"1.8.0","ci","2023-07-29",49,2560,2335,10,1449305228,40.283
"1.8.0","ci","2023-07-30",53,3311,3058,14,2230414139,33.911
"1.8.0","ci","2023-07-31",51,4398,4073,23,3735432284,58.731
"1.8.0","ci","2023-08-01",54,4993,4687,26,4653658782,101.1
"1.8.0","ci","2023-08-02",60,7006,6646,46,6791634339,93.265
"1.8.0","ci","2023-08-03",61,8780,8337,56,8761322068,64.189
"1.8.0","ci","2023-08-04",66,6235,5895,34,5207548274,120.627
"1.8.0","ci","2023-08-05",50,2318,2104,11,1466790122,38.109
"1.8.0","ci","2023-08-06",60,4529,4230,24,3286966739,24.911
"1.8.0","ci","2023-08-07",54,3409,3095,13,2452699959,19.14
"1.8.0","ci","2023-08-08",55,4056,3751,17,3239038309,63.65
"1.8.0","ci","2023-08-09",56,4979,4678,26,4662458489,122.289
"1.8.0","ci","2023-08-10",59,3186,2911,14,2625448544,118.894
"1.8.0","ci","2023-08-11",55,3770,3473,25,2791995610,44.497
"1.8.0","ci","2023-08-12",49,1921,1729,2,923827823,8.501
"1.8.0","ci","2023-08-13",49,1960,1754,2,943633868,11.723
"1.8.0","ci","2023-08-14",52,3720,3423,18,3190089297,85.047
"1.8.0","ci","2023-08-15",52,2775,2537,5,1656270600,56.007
"1.8.0","ci","2023-08-16",54,4380,4056,29,4133175442,18.284
"1.8.0","ci","2023-08-17",56,4786,4493,35,4171171082,43.08
"1.8.0","ci","2023-08-18",59,7001,6644,43,6702232327,136.885
"1.8.0","ci","2023-08-19",51,2161,1951,3,1097876584,14.433
"1.8.0","ci","2023-08-20",50,2810,2581,7,1189618120,10.094
"1.8.0","ci","2023-08-21",54,3552,3225,16,2861304494,94.914
"1.8.0","ci","2023-08-22",62,4691,4352,25,3727546870,129.069
