"julia_version_prefix","client_type","date","request_addrs","request_count","successes","cache_misses","body_bytes_sent","request_time"
"1.5.0","ci","2024-01-12",70,3290,3080,0,1436958866,18.575
"1.5.0","ci","2024-01-13",69,3290,3080,0,1437273467,14.322
"1.5.0","ci","2024-01-14",71,3290,3080,0,1437625960,17.88
"1.5.0","ci","2024-01-15",71,3287,3077,4,1436543590,17.91
"1.5.0","ci","2024-01-16",70,3290,3080,0,1438526616,27.894
"1.5.0","ci","2024-01-17",69,3290,3080,0,1439066093,15.038
"1.5.0","ci","2024-01-18",71,3290,3080,0,1439588987,17.376
"1.5.0","ci","2024-01-19",51,2560,2400,32,1090063122,23.866
"1.5.0","ci","2024-01-20",47,2267,2124,0,977513682,9.18
"1.5.0","ci","2024-01-21",46,2209,2068,0,967712122,9.582
"1.5.0","ci","2024-01-22",46,2209,2068,0,968056032,12.385
"1.5.0","ci","2024-01-23",46,2209,2068,0,968482550,9.918
"1.5.0","ci","2024-01-24",48,2267,2124,0,978937293,9.874
"1.5.0","ci","2024-01-25",46,2209,2068,0,969357284,10.784
"1.5.0","ci","2024-01-26",46,2209,2068,0,969830132,20.593
"1.5.0","ci","2024-01-27",46,2209,2068,0,970233266,14.567
"1.5.0","ci","2024-01-28",45,2209,2068,0,970601409,9.214
"1.5.0","ci","2024-01-29",46,2209,2068,0,970938826,10.173
"1.5.0","ci","2024-01-30",47,2209,2068,0,971566954,9.937
"1.5.0","ci","2024-01-31",46,2209,2068,0,971976886,10.062
"1.5.0","ci","2024-02-01",48,2325,2180,0,992541761,11.511
"1.5.0","ci","2024-02-02",49,2383,2236,0,1003365733,12.483
"1.5.0","ci","2024-02-03",51,2217,2072,0,973534882,11.241
"1.5.0","ci","2024-02-04",46,2209,2068,0,973784638,10.193
"1.5.0","ci","2024-02-05",47,2209,2068,0,974058052,13.978
"1.5.0","ci","2024-02-06",46,2209,2068,0,974498898,8.874
"1.5.0","ci","2024-02-07",47,2209,2068,0,974806831,10.396
"1.5.0","ci","2024-02-08",47,2209,2068,0,975140347,9.46
"1.5.0","ci","2024-02-09",46,2209,2068,0,975538886,10.188
"1.5.0","ci","2024-02-10",47,2209,2068,0,975832469,10.603
"1.5.0","ci","2024-02-11",47,2209,2068,0,976034320,9.766
"1.5.0","ci","2024-02-12",45,2209,2068,0,976412408,9.296
"1.5.0","ci","2024-02-13",47,2209,2068,0,976720563,10.533
"1.5.0","ci","2024-02-14",48,2209,2068,0,977161479,11.34
"1.5.0","ci","2024-02-15",47,2209,2068,0,977568500,10.606
"1.5.0","ci","2024-02-16",47,2209,2068,0,978034075,50.65
"1.5.0","ci","2024-02-17",47,2209,2068,0,978311118,12.485
"1.5.0","ci","2024-02-18",47,2209,2068,0,978857980,10.375
"1.5.0","ci","2024-02-19",46,2209,2068,0,979301231,10.232
"1.5.0","ci","2024-02-20",48,2209,2068,0,979686338,9.905
"1.5.0","ci","2024-02-21",46,2162,2024,0,959248639,11.453
"1.5.0","ci","2024-02-22",47,2209,2068,0,980543958,11.028
"1.5.0","ci","2024-02-23",47,2209,2068,0,981077348,11.018
"1.5.0","ci","2024-02-24",46,2209,2068,0,981546003,9.863
"1.5.0","ci","2024-02-25",47,2209,2068,0,981826360,11.467
"1.5.0","ci","2024-02-26",46,2209,2068,0,982305013,10.313
"1.5.0","ci","2024-02-27",45,2209,2068,0,983004926,10.705
"1.5.0","ci","2024-02-28",47,2209,2068,0,983498675,9.74
"1.5.0","ci","2024-02-29",46,2209,2068,0,983873242,19.135
"1.5.0","ci","2024-03-01",45,2209,2068,0,984140322,10.918
"1.5.0","ci","2024-03-02",46,2209,2068,0,984542534,9.738
"1.5.0","ci","2024-03-03",47,2209,2068,0,984900374,8.435
"1.5.0","ci","2024-03-04",41,1927,1804,0,859617881,9.456
"1.5.0","ci","2024-03-05",47,2209,2068,0,985931990,10.66
"1.5.0","ci","2024-03-06",47,2209,2068,0,986264719,9.28
"1.5.0","ci","2024-03-07",48,2256,2112,0,1007593096,10.265
"1.5.0","ci","2024-03-08",50,2350,2200,0,1050014285,11.301
"1.5.0","ci","2024-03-09",70,3337,3124,0,1491495981,15.933
"1.5.0","ci","2024-03-10",70,3337,3124,0,1491860792,18.981
"1.5.0","ci","2024-03-11",72,3337,3124,0,1492283600,19.796
"1.5.0","ci","2024-03-12",71,3337,3124,0,1492932931,15.363
"1.5.0","ci","2024-03-13",69,3196,2992,0,1430211595,116.992
"1.5.0","ci","2024-03-14",70,3290,3080,0,1472719412,18.672
"1.5.0","ci","2024-03-15",70,3337,3124,0,1494322179,38.942
"1.5.0","ci","2024-03-16",71,3337,3124,2,1494820937,14.588
"1.5.0","ci","2024-03-17",71,3337,3124,0,1495303705,14.214
"1.5.0","ci","2024-03-18",68,3337,3124,0,1495661954,16.021
"1.5.0","ci","2024-03-19",71,3337,3124,0,1496176880,21.211
"1.5.0","ci","2024-03-20",67,3337,3124,0,1496798739,15.636
"1.5.0","ci","2024-03-21",70,3337,3124,0,1497273859,17.04
"1.5.0","ci","2024-03-22",69,3337,3124,0,1497859083,23.066
"1.5.0","ci","2024-03-23",72,3335,3122,0,1491046222,14.398
"1.5.0","ci","2024-03-24",71,3337,3124,0,1498786499,14.79
"1.5.0","ci","2024-03-25",72,3337,3124,0,1499254846,16.613
"1.5.0","ci","2024-03-26",70,3337,3124,0,1499861828,14.138
"1.5.0","ci","2024-03-27",72,3337,3124,0,1500375106,19.296
"1.5.0","ci","2024-03-28",70,3337,3124,0,1500900366,15.26
"1.5.0","ci","2024-03-29",65,3055,2860,0,1374861034,14.619
"1.5.0","ci","2024-03-30",47,2209,2068,0,994552720,10.613
"1.5.0","ci","2024-03-31",47,2209,2068,0,994855967,9.909
"1.5.0","ci","2024-04-01",47,2209,2068,0,995233586,10.997
"1.5.0","ci","2024-04-02",47,2209,2068,0,995504820,12.196
"1.5.0","ci","2024-04-03",47,2209,2068,0,995868900,9.856
"1.5.0","ci","2024-04-04",46,2209,2068,0,996288801,9.743
"1.5.0","ci","2024-04-05",45,2209,2068,0,996571004,11.544
"1.5.0","ci","2024-04-06",46,2209,2068,0,996875730,9.227
"1.5.0","ci","2024-04-07",47,2209,2068,0,997157536,9.504
"1.5.0","ci","2024-04-08",46,2111,1975,0,954960778,192.639
"1.5.0","ci","2024-04-09",19,646,597,17,277967781,80.69
"1.5.0","ci","2024-04-10",19,893,836,0,403557210,4.469
"1.5.0","ci","2024-04-11",17,799,748,0,361235620,3.474
"1.5.0","ci","2024-04-12",19,893,836,0,403926269,3.851
"1.5.0","ci","2024-04-13",21,987,924,0,446607346,3.818
"1.5.0","ci","2024-04-14",5,235,220,0,106366548,0.916
"1.5.0","ci","2024-04-15",9,423,396,0,191511944,2.124
"1.5.0","ci","2024-04-16",10,517,484,0,234154603,2.291
"1.5.0","ci","2024-04-17",26,1269,655,0,298234599,2.89
"1.5.0","ci","2024-04-18",47,2209,387,0,128160979,1.497
"1.5.0","ci","2024-04-19",45,2209,797,0,341313170,3.449
"1.5.0","ci","2024-04-20",47,2209,756,0,320119932,3.21
"1.5.0","ci","2024-04-21",47,2209,715,0,298862139,3.011
"1.5.0","ci","2024-04-22",47,2209,920,0,405562890,4.248
"1.5.0","ci","2024-04-23",46,2209,674,0,277706712,3.148
"1.5.0","ci","2024-04-24",47,2209,797,0,341816539,3.93
"1.5.0","ci","2024-04-25",47,2209,715,0,299210645,4.222
"1.5.0","user","2023-04-26",4,130,127,16,148746742,48.419
"1.5.0","user","2023-04-27",5,90,86,3,64156282,5.355
"1.5.0","user","2023-04-28",2,6,5,0,29422005,0.004
"1.5.0","user","2023-04-29",9,772,738,21,253385374,24.717
"1.5.0","user","2023-04-30",1,3,3,0,23360124,0.154
"1.5.0","user","2023-05-01",1,3,3,0,23360124,0.164
"1.5.0","user","2023-05-02",4,40,26,0,71987635,0.307
"1.5.0","user","2023-05-03",5,278,267,2,334397004,3.282
"1.5.0","user","2023-05-04",2,22,17,1,22076345,3.041
"1.5.0","user","2023-05-05",1,4,3,0,6217006,0.009
"1.5.0","user","2023-05-07",1,3,3,0,23360124,0.175
"1.5.0","user","2023-05-08",2,17,16,0,17047001,0.008
"1.5.0","user","2023-05-09",3,172,167,3,192004943,25.362
"1.5.0","user","2023-05-10",5,200,185,2,109995318,0.158
"1.5.0","user","2023-05-12",4,221,188,14,281611621,4.894
"1.5.0","user","2023-05-13",1,10,6,0,12263934,0.029
"1.5.0","user","2023-05-14",14,364,336,3,117482452,1.178
"1.5.0","user","2023-05-15",1,2,2,0,6136688,6.022
"1.5.0","user","2023-05-18",4,200,196,5,200928938,6.119
"1.5.0","user","2023-05-19",2,8,6,0,29515596,0.106
"1.5.0","user","2023-05-20",2,44,40,0,35390613,0.04
"1.5.0","user","2023-05-21",1,33,32,0,11937059,0.032
"1.5.0","user","2023-05-22",2,72,70,2,97252917,0.496
"1.5.0","user","2023-05-23",2,10,9,0,29760985,0.12
"1.5.0","user","2023-05-24",3,222,219,13,70626873,3.88
"1.5.0","user","2023-05-25",21,734,685,20,283433728,33.219
"1.5.0","user","2023-05-26",6,680,659,203,479386544,332.98
"1.5.0","user","2023-05-30",20,520,480,0,169231864,0.206
"1.5.0","user","2023-05-31",34,1098,1028,7,382762608,61.664
"1.5.0","user","2023-06-01",3,81,59,4,86631096,11.114
"1.5.0","user","2023-06-02",6,490,402,7,352136138,1.93
"1.5.0","user","2023-06-03",1,68,63,5,37329600,0.332
"1.5.0","user","2023-06-04",5,106,98,0,40148381,0.216
"1.5.0","user","2023-06-05",3,22,15,0,24981810,0.023
"1.5.0","user","2023-06-06",1,155,150,1,49633714,1.401
"1.5.0","user","2023-06-07",31,939,873,3,307267735,2.756
"1.5.0","user","2023-06-08",10,1682,1612,18,1106524183,11.266
"1.5.0","user","2023-06-09",2,119,110,1,69654504,0.271
"1.5.0","user","2023-06-10",2,85,77,5,54070314,2.38
"1.5.0","user","2023-06-11",3,87,84,7,44760272,10.601
"1.5.0","user","2023-06-12",5,270,262,40,141235813,153.718
"1.5.0","user","2023-06-13",3,198,193,3,88882643,6.004
"1.5.0","user","2023-06-14",23,1589,1536,8,883395468,4.944
"1.5.0","user","2023-06-15",8,2078,2041,61,1125440357,23.553
"1.5.0","user","2023-06-16",4,238,229,2,47801401,0.754
"1.5.0","user","2023-06-18",1,156,153,1,44309050,0.033
"1.5.0","user","2023-06-19",1,81,79,7,23170641,8.785
"1.5.0","user","2023-06-20",5,283,258,18,3430160497,203.021
"1.5.0","user","2023-06-21",2,334,319,6,2126843879,136.281
"1.5.0","user","2023-06-22",4,1539,1512,18,4961005410,354.424
"1.5.0","user","2023-06-23",1,5,3,0,6301995,0.018
"1.5.0","user","2023-06-24",1,25,23,11,57235484,110.872
"1.5.0","user","2023-06-26",5,187,175,6,156875741,3.32
"1.5.0","user","2023-06-27",4,1003,963,27,4492078149,234.505
"1.5.0","user","2023-06-28",7,488,447,14,2442327461,250.991
"1.5.0","user","2023-06-29",2,344,338,7,243253098,3.182
"1.5.0","user","2023-06-30",1,59,57,0,35765895,0.028
"1.5.0","user","2023-07-02",1,88,88,10,33220618,46.742
"1.5.0","user","2023-07-03",1,179,176,5,53146054,0.74
"1.5.0","user","2023-07-04",21,796,746,14,283384418,5.825
"1.5.0","user","2023-07-05",4,150,135,3,118932723,0.367
"1.5.0","user","2023-07-06",2,48,46,0,118286552,0.39
"1.5.0","user","2023-07-07",1,3,3,0,23360124,0
"1.5.0","user","2023-07-15",1,23,16,0,19591883,60.461
"1.5.0","user","2023-07-16",2,6,5,0,29754830,0.209
"1.5.0","user","2023-07-17",1,3,3,0,23360124,0.143
"1.5.0","user","2023-07-18",6,106,91,5,119738778,3.747
"1.5.0","user","2023-07-19",4,104,96,0,34659462,0.276
"1.5.0","user","2023-07-20",2,95,92,2,56608554,2.991
"1.5.0","user","2023-07-21",3,21,16,0,50758414,0.165
"1.5.0","user","2023-07-22",2,18,13,0,55489828,0.052
"1.5.0","user","2023-07-23",2,88,56,1,158378634,3.69
"1.5.0","user","2023-07-24",6,40,27,0,104613595,36.695
"1.5.0","user","2023-07-25",4,72,62,1,72943964,0.159
"1.5.0","user","2023-07-26",3,248,238,3,133545363,1.159
"1.5.0","user","2023-07-27",6,495,481,15,344697936,9.192
"1.5.0","user","2023-07-28",5,339,330,30,314355544,92.057
"1.5.0","user","2023-07-29",2,8,6,0,29813262,13.684
"1.5.0","user","2023-07-30",2,159,156,11,67845759,1.413
"1.5.0","user","2023-07-31",4,596,582,5,300289126,38.832
"1.5.0","user","2023-08-01",2,43,42,0,44568094,0.158
"1.5.0","user","2023-08-02",2,7,6,0,29835058,0.167
"1.5.0","user","2023-08-03",2,8,7,1,29891893,0.24
"1.5.0","user","2023-08-04",1,3,3,0,23360124,0.107
"1.5.0","user","2023-08-05",3,325,318,3,168739786,6.406
"1.5.0","user","2023-08-06",1,3,3,0,23360124,0.117
"1.5.0","user","2023-08-07",5,192,177,5,110462787,213.461
"1.5.0","user","2023-08-08",3,175,165,11,139073048,64.559
"1.5.0","user","2023-08-09",2,205,196,3,116703412,5.83
"1.5.0","user","2023-08-10",6,201,188,2,162528433,11.351
"1.5.0","user","2023-08-11",4,30,22,1,50809851,0.32
"1.5.0","user","2023-08-12",1,3,3,0,23360124,0
"1.5.0","user","2023-08-13",2,6,5,0,29874520,0.356
"1.5.0","user","2023-08-14",3,96,91,0,71822125,2.021
"1.5.0","user","2023-08-15",5,240,233,6,172959298,12.314
"1.5.0","user","2023-08-16",1,3,3,0,23360124,0.056
"1.5.0","user","2023-08-17",4,110,105,24,167859492,81.981
"1.5.0","user","2023-08-18",3,143,141,16,73758222,18.673
"1.5.0","user","2023-08-19",4,157,154,2,73078335,2.743
"1.5.0","user","2023-08-20",1,5,4,0,6717768,7.276
"1.5.0","user","2023-08-21",27,767,709,5,266450053,3.18
"1.5.0","user","2023-08-22",39,934,864,2,332621958,59.648
"1.5.0","user","2023-08-23",6,114,104,0,71741327,4.7
"1.5.0","user","2023-08-24",19,914,881,6,439908080,3.683
"1.5.0","user","2023-08-25",2,15,9,0,19720671,0.226
"1.5.0","user","2023-08-26",1,3,3,0,23360124,0.107
"1.5.0","user","2023-08-27",1,3,3,0,23360124,0.119
"1.5.0","user","2023-08-28",1,3,3,0,23360124,0.169
"1.5.0","user","2023-08-29",6,127,117,0,66351952,0.109
"1.5.0","user","2023-08-30",3,24,21,0,44392178,0.153
"1.5.0","user","2023-08-31",10,183,169,0,94255509,0.598
"1.5.0","user","2023-09-01",8,336,323,8,138122462,1.377
"1.5.0","user","2023-09-02",1,3,3,0,23360124,0.132
"1.5.0","user","2023-09-03",2,144,143,1,42119777,0.156
"1.5.0","user","2023-09-04",4,86,83,0,70771664,1.03
"1.5.0","user","2023-09-05",1,3,3,0,23360124,0.091
"1.5.0","user","2023-09-06",3,85,81,0,48846058,5.984
"1.5.0","user","2023-09-07",2,41,26,0,76314990,2.32
"1.5.0","user","2023-09-08",5,161,156,3,62735603,15.29
"1.5.0","user","2023-09-09",2,159,156,18,67999499,3.266
"1.5.0","user","2023-09-10",1,3,3,0,23360124,0.162
"1.5.0","user","2023-09-11",2,7,6,0,30136715,0.172
"1.5.0","user","2023-09-12",12,262,243,1,125455591,2.353
"1.5.0","user","2023-09-13",3,290,280,36,224097628,28.987
"1.5.0","user","2023-09-14",6,176,167,7,142166774,1.573
"1.5.0","user","2023-09-15",5,230,224,11,117817408,8.015
"1.5.0","user","2023-09-16",10,1104,1082,12,289899121,9.024
"1.5.0","user","2023-09-17",2,41,39,5,58960442,9.078
"1.5.0","user","2023-09-18",5,638,601,4,288691313,1.905
"1.5.0","user","2023-09-19",1,3,3,0,23360124,0
"1.5.0","user","2023-09-20",3,37,33,0,38695626,0.163
"1.5.0","user","2023-09-21",3,49,41,1,75819501,1.469
"1.5.0","user","2023-09-22",2,26,24,0,31691227,0.131
"1.5.0","user","2023-09-23",5,123,121,14,89788132,20.958
"1.5.0","user","2023-09-24",1,3,3,0,23360124,0.129
"1.5.0","user","2023-09-25",6,361,332,13,203940070,3.736
"1.5.0","user","2023-09-26",6,133,117,8,149424749,66.384
"1.5.0","user","2023-09-27",4,232,219,5,128493470,1.077
"1.5.0","user","2023-09-28",6,179,162,0,159887423,0.239
"1.5.0","user","2023-09-29",3,103,89,0,53598317,0.067
"1.5.0","user","2023-09-30",1,3,2,0,6715440,0.008
"1.5.0","user","2023-10-01",3,27,24,0,15305004,0.149
"1.5.0","user","2023-10-02",55,2027,1863,1,1026962705,9.278
"1.5.0","user","2023-10-03",12,837,791,6,285114834,0.568
"1.5.0","user","2023-10-04",13,440,410,39,187401680,62.956
"1.5.0","user","2023-10-05",7,469,447,1,171802336,0.289
"1.5.0","user","2023-10-06",4,124,103,1,70380632,0.058
"1.5.0","user","2023-10-07",2,150,145,4,126795234,6.04
"1.5.0","user","2023-10-09",3,22,16,0,51083608,0.181
"1.5.0","user","2023-10-10",3,359,341,1,161417674,3.679
"1.5.0","user","2023-10-11",13,278,256,0,140091694,0.795
"1.5.0","user","2023-10-12",6,189,156,0,113038218,199.699
"1.5.0","user","2023-10-13",11,422,393,11,192854162,10.573
"1.5.0","user","2023-10-14",5,107,99,0,59409202,0.024
"1.5.0","user","2023-10-15",8,184,169,1,85869469,1.467
"1.5.0","user","2023-10-16",19,406,365,0,220985119,4.421
"1.5.0","user","2023-10-17",2,66,62,1,23663861,0.008
"1.5.0","user","2023-10-18",3,44,32,0,79789480,0.039
"1.5.0","user","2023-10-19",3,55,51,0,41420320,0.572
"1.5.0","user","2023-10-20",3,55,51,0,41428686,0.621
"1.5.0","user","2023-10-21",1,3,2,0,6795749,0.028
"1.5.0","user","2023-10-22",2,159,157,12,68909062,1.884
"1.5.0","user","2023-10-23",2,8,6,0,30162998,0.082
"1.5.0","user","2023-10-24",2,78,77,0,45924999,0.001
"1.5.0","user","2023-10-25",6,211,189,6,118775532,5.653
"1.5.0","user","2023-10-26",1,3,3,0,23360124,0.174
"1.5.0","user","2023-10-27",4,282,275,6,166411587,6.589
"1.5.0","user","2023-10-29",1,3,3,0,23360124,0.122
"1.5.0","user","2023-10-30",4,178,174,9,85758750,1.429
"1.5.0","user","2023-10-31",4,429,420,8,223997446,90.922
"1.5.0","user","2023-11-01",3,55,51,1,41519012,2.949
"1.5.0","user","2023-11-02",4,282,256,7,153898702,3.173
"1.5.0","user","2023-11-03",3,16,11,0,43894103,0.145
"1.5.0","user","2023-11-04",1,3,3,1,23360124,2.371
"1.5.0","user","2023-11-05",1,3,3,0,23360124,0.178
"1.5.0","user","2023-11-06",3,63,60,7,56328704,6.581
"1.5.0","user","2023-11-20",1,63,63,5,23113031,6.452
"1.5.0","user","2023-11-21",4,66,57,8,74483574,6.129
"1.5.0","user","2023-11-22",4,70,63,0,59452415,0.029
"1.5.0","user","2023-11-23",3,102,92,0,98229421,0.227
"1.5.0","user","2023-11-24",2,4,4,0,23380712,0
"1.5.0","user","2023-11-25",2,159,156,23,69028771,4.17
"1.5.0","user","2023-11-26",1,3,3,0,23360124,0.158
"1.5.0","user","2023-11-27",1,3,3,0,23360124,0.182
"1.5.0","user","2023-11-28",19,471,435,2,188460130,25.314
"1.5.0","user","2023-11-29",2,10,10,0,24190776,0.153
"1.5.0","user","2023-11-30",3,42,41,3,36461450,3.017
"1.5.0","user","2023-12-01",10,214,198,0,97181818,0.308
"1.5.0","user","2023-12-02",1,3,3,0,23360124,0.176
"1.5.0","user","2023-12-03",13,315,291,0,133695192,0.174
"1.5.0","user","2023-12-04",4,263,258,7,108524005,4.703
"1.5.0","user","2023-12-05",2,4,4,0,23415884,0.146
"1.5.0","user","2023-12-06",3,81,77,3,51666840,1.454
"1.5.0","user","2023-12-07",6,385,380,38,272276501,29.68
"1.5.0","user","2023-12-08",5,28,25,0,59744535,0.179
"1.5.0","user","2023-12-09",2,4,4,0,23380930,0.138
"1.5.0","user","2023-12-10",2,23,21,2,53121291,10.573
"1.5.0","user","2023-12-11",2,315,309,6,114823679,0.834
"1.5.0","user","2023-12-12",1,3,3,0,23360124,0.18
"1.5.0","user","2023-12-13",1,3,3,0,23360124,0
"1.5.0","user","2023-12-14",1,3,3,0,23360124,0.228
"1.5.0","user","2023-12-15",4,50,48,11,207831135,2.368
"1.5.0","user","2023-12-16",2,4,4,0,23370155,0
"1.5.0","user","2023-12-17",3,46,42,3,50237077,1.227
"1.5.0","user","2023-12-18",2,85,81,0,78675199,0.468
"1.5.0","user","2023-12-19",9,240,219,1,87723617,0.269
"1.5.0","user","2023-12-20",4,18,15,0,37993146,0.827
"1.5.0","user","2023-12-21",2,19,17,1,38658564,0.447
"1.5.0","user","2023-12-22",3,50,47,0,37155778,0.177
"1.5.0","user","2023-12-23",17,419,387,0,171702764,0.332
"1.5.0","user","2023-12-24",1,3,3,1,23360124,0.913
"1.5.0","user","2023-12-25",1,3,3,0,23360124,0.015
"1.5.0","user","2023-12-26",3,95,92,2,96026621,2.144
"1.5.0","user","2023-12-27",22,32,32,1,52592185,20.559
"1.5.0","user","2023-12-28",2,48,45,6,32270572,8.65
"1.5.0","user","2023-12-29",1,3,3,0,23360124,0.209
"1.5.0","user","2023-12-30",2,6,6,3,1095026454,75.627
"1.5.0","user","2023-12-31",1,3,3,0,23360124,0.156
"1.5.0","user","2024-01-01",1,3,3,0,23360124,0.217
"1.5.0","user","2024-01-02",5,107,99,0,60537394,0.669
"1.5.0","user","2024-01-03",2,92,88,5,57039432,4.692
"1.5.0","user","2024-01-04",3,37,36,0,36548131,0.29
"1.5.0","user","2024-01-05",1,3,3,0,23360124,0.171
"1.5.0","user","2024-01-06",1,3,3,0,23360124,0.028
"1.5.0","user","2024-01-07",2,14,12,0,30819045,0.233
"1.5.0","user","2024-01-08",2,4,4,0,23395213,0.199
"1.5.0","user","2024-01-09",3,150,146,13,131067538,19.795
"1.5.0","user","2024-01-10",1,3,3,0,23360124,0.192
"1.5.0","user","2024-01-11",3,9,7,0,37542384,1.108
"1.5.0","user","2024-01-12",2,23,15,0,51733824,0.361
"1.5.0","user","2024-01-13",7,159,147,0,79405926,0.857
"1.5.0","user","2024-01-14",8,162,149,0,86512910,0.786
"1.5.0","user","2024-01-15",2,23,16,0,58950573,0.906
"1.5.0","user","2024-01-16",5,181,173,14,91140232,4.531
"1.5.0","user","2024-01-17",5,325,315,15,249046605,17.384
"1.5.0","user","2024-01-18",3,131,127,3,63246792,2.45
"1.5.0","user","2024-01-19",5,205,195,0,134848877,1.246
"1.5.0","user","2024-01-20",2,171,170,1,98540668,1.289
"1.5.0","user","2024-01-21",1,3,3,0,23360124,0.178
"1.5.0","user","2024-01-22",4,57,51,6,64058903,4.833
"1.5.0","user","2024-01-23",4,25,22,3,38345097,2.265
"1.5.0","user","2024-01-24",5,611,601,0,243280237,3.26
"1.5.0","user","2024-01-25",5,375,367,0,1358624243,83.155
"1.5.0","user","2024-01-26",3,183,180,8,109719354,5.394
"1.5.0","user","2024-01-27",7,168,154,0,87995142,0.76
"1.5.0","user","2024-01-28",3,90,86,6,64916753,37.81
"1.5.0","user","2024-01-29",1,3,3,0,23360124,0.163
"1.5.0","user","2024-01-30",5,496,489,5,289272979,5.756
"1.5.0","user","2024-01-31",2,36,23,0,73555360,0.476
"1.5.0","user","2024-02-01",3,14,10,0,30601277,0.238
"1.5.0","user","2024-02-02",7,543,297,2,91432211,8.807
"1.5.0","user","2024-02-03",1,3,3,0,23360124,0.218
"1.5.0","user","2024-02-04",4,122,116,7,173633119,20.696
"1.5.0","user","2024-02-05",9,457,438,0,179004085,3.329
"1.5.0","user","2024-02-06",3,42,36,4,50539880,29.448
"1.5.0","user","2024-02-07",2,52,48,0,18885810,0.197
"1.5.0","user","2024-02-08",10,260,240,0,94474030,0.841
"1.5.0","user","2024-02-11",1,4,3,0,7246310,0.031
"1.5.0","user","2024-02-13",2,47,45,0,28271081,0.379
"1.5.0","user","2024-02-14",3,160,157,3,144366719,3.236
"1.5.0","user","2024-02-15",11,261,241,0,94902702,0.987
"1.5.0","user","2024-02-16",2,283,278,0,93308105,1.284
"1.5.0","user","2024-02-17",1,1,1,0,16163,0.001
"1.5.0","user","2024-02-20",1,58,55,0,20555334,0.257
"1.5.0","user","2024-02-21",1,159,157,2,48864504,1.07
"1.5.0","user","2024-02-22",1,11,7,0,21781726,0.161
"1.5.0","user","2024-02-23",1,136,135,0,59713255,0.783
"1.5.0","user","2024-02-25",2,178,175,20,66564277,27.163
"1.5.0","user","2024-02-26",1,2,2,0,137061,0.007
"1.5.0","user","2024-02-28",5,153,147,0,71413759,0.946
"1.5.0","user","2024-03-04",3,138,133,2,78539792,17.314
"1.5.0","user","2024-03-07",5,361,350,38,276479083,465.383
"1.5.0","user","2024-03-08",3,135,130,0,56007467,39.559
"1.5.0","user","2024-03-11",2,98,93,0,69523592,0.733
"1.5.0","user","2024-03-12",2,14,12,0,15500396,0.126
"1.5.0","user","2024-03-13",5,124,108,0,67733100,1.508
"1.5.0","user","2024-03-14",1,193,191,2,1289760522,79.108
"1.5.0","user","2024-03-15",2,201,200,3,163686187,2.866
"1.5.0","user","2024-03-16",2,18,12,2,22650230,1.254
"1.5.0","user","2024-03-17",1,35,20,0,36792165,0.282
"1.5.0","user","2024-03-19",1,1,1,0,155902,0.002
"1.5.0","user","2024-03-20",1,150,142,0,278401190,2.561
"1.5.0","user","2024-03-21",1,70,68,1,131619774,1.744
"1.5.0","user","2024-03-22",1,99,97,1,45079176,0.733
"1.5.0","user","2024-03-23",1,81,81,3,38275359,2.296
"1.5.0","user","2024-03-24",1,3,2,0,7382630,0.041
"1.5.0","user","2024-03-25",1,153,144,0,313745772,1.987
"1.5.0","user","2024-03-27",1,108,107,1,73127279,0.98
"1.5.0","user","2024-03-28",1,127,125,0,41621388,0.74
"1.5.0","user","2024-04-02",4,136,129,0,147182519,7.756
"1.5.0","user","2024-04-04",2,212,209,12,813858300,307.498
"1.5.0","user","2024-04-05",2,135,127,21,95651063,26.377
"1.5.0","user","2024-04-07",2,11,9,1,9947898,1.33
"1.5.0","user","2024-04-08",1,22,20,0,12007625,0.049
"1.5.0","user","2024-04-09",1,12,10,1,15431226,0.53
"1.5.0","user","2024-04-11",1,51,48,0,104649232,0.782
"1.5.0","user","2024-04-17",1,122,122,10,53567868,4.255
"1.5.0","user","2024-04-18",1,3,1,0,262,0.003
"1.5.0","user","2024-04-19",1,178,168,53,113880589,58.415
"1.5.0","user","2024-04-21",1,65,61,16,17196294,8.183
"1.5.0","user","2024-04-22",1,95,1,0,15805,0.002
"1.5.0-DEV","user","2023-06-01",2,12,11,1,6996864,1.91
"1.5.0-rc1","user","2023-05-22",1,26,26,8,1199201487,1885.444
"1.5.0-rc1","user","2023-06-06",1,48,48,3,22680335,57.876
"1.5.0-rc1","user","2023-06-07",1,78,76,8,17458178,3.271
"1.5.0-rc1","user","2023-06-08",1,3,2,0,6240618,0.065
"1.5.0-rc1","user","2023-07-20",1,12,12,10,27737790,25.679
"1.5.0-rc1","user","2023-07-21",1,35,33,6,13314614,6.798
"1.5.0-rc1","user","2023-08-01",2,52,52,10,58177602,51.88
"1.5.0-rc1","user","2023-09-20",1,28,26,2,12415496,1.601
"1.5.0-rc1","user","2023-11-05",1,36,34,11,13872286,6.885
"1.5.0-rc1","user","2023-11-25",1,80,78,10,31702084,6.521
"1.5.0-rc2","ci","2023-08-25",12,34,18,0,13146095,0.243
"1.5.0-rc2","ci","2023-12-05",3,8,4,0,372,0.005
"1.5.0-rc2","ci","2023-12-16",25,78,39,0,3627,0.046
"1.5.0-rc2","ci","2023-12-21",1,2,1,0,93,0.001
"1.5.0-rc2","ci","2024-01-03",2,5,3,0,7055657,0.052
"1.5.0-rc2","ci","2024-02-03",4,8,4,0,372,0.006
